label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
7.0,1.2599443197250366,-2.639352798461914,3.1144814491271973,2.6949048042297363,-1.7233110666275024,-0.5802575349807739,-4.7130608558654785,-1.4212251901626587,2.7958710193634033,0.21347030997276306
0.0,-1.2180061340332031,6.1410417556762695,1.4878402948379517,-7.509464740753174,-2.920328378677368,-1.2676644325256348,-12.08209228515625,3.784681797027588,-3.0805163383483887,0.558382511138916
0.0,4.017248153686523,4.135043144226074,-3.232166290283203,-6.274141788482666,-3.024076223373413,-0.7046583294868469,-10.04580307006836,4.543392181396484,1.034278154373169,0.7531442642211914
3.0,-2.5001840591430664,4.579970359802246,-1.0819385051727295,-2.113316297531128,-2.818018913269043,-0.10635768622159958,-3.5259225368499756,3.551823377609253,-2.2436821460723877,-3.144754409790039
8.0,-1.882843017578125,3.509491443634033,0.7760574817657471,1.0621436834335327,-1.5818020105361938,-0.8609979748725891,-2.3784680366516113,-0.3369750678539276,0.27189335227012634,0.5985081195831299
3.0,-1.451516032218933,3.2350761890411377,0.6397551894187927,-3.2439823150634766,-4.442716598510742,-0.0689924955368042,-5.724185466766357,0.12270383536815643,0.44359341263771057,-0.8824228048324585
8.0,0.40540918707847595,1.378049612045288,-0.08689653873443604,3.313978910446167,-4.611480712890625,-1.145690679550171,0.06317385286092758,4.296722412109375,0.49139222502708435,0.21823397278785706
5.0,0.18373383581638336,1.0812972784042358,2.4180171489715576,-3.8017027378082275,-1.692455768585205,-1.5342507362365723,-5.334141731262207,0.07258833944797516,0.3493196964263916,-2.009781837463379
2.0,-0.0766211673617363,-1.0353041887283325,0.6831591129302979,3.9798505306243896,-9.907980918884277,2.6550867557525635,-0.49029356241226196,-2.2095894813537598,3.15492582321167,0.5752831697463989
7.0,4.124197483062744,-3.838491916656494,1.8012727499008179,4.254899978637695,0.6940664052963257,0.6050891280174255,-5.819174289703369,1.2972265481948853,0.1132366880774498,2.3449344635009766
9.0,-3.6817445755004883,1.2672547101974487,4.789531230926514,0.6133958697319031,0.07797299325466156,-0.2927554249763489,-6.777013301849365,-3.002139091491699,-0.8164467215538025,0.748998761177063
9.0,0.23402895033359528,0.3551185131072998,2.3495991230010986,3.5124263763427734,0.5303311944007874,-0.8391563892364502,-7.937615871429443,0.20883716642856598,2.5852904319763184,1.5802879333496094
3.0,-2.0319008827209473,3.487947940826416,-0.8245540857315063,1.0876487493515015,-3.047589063644409,1.2056012153625488,-2.7692458629608154,2.1571342945098877,-2.0058634281158447,-2.1919538974761963
9.0,5.441474914550781,-2.223348617553711,-0.3214668035507202,3.115330219268799,-3.096980094909668,-0.3791978657245636,-2.424470901489258,2.8962924480438232,1.4662079811096191,1.1810803413391113
2.0,2.487227439880371,-0.2868674397468567,-2.135526180267334,-1.1354261636734009,-6.804134368896484,2.0254719257354736,-2.852506160736084,-0.5951372385025024,3.0576539039611816,0.21709075570106506
8.0,-3.535108804702759,3.238269567489624,1.3646471500396729,0.32068657875061035,-1.9057129621505737,0.49137821793556213,-4.2279181480407715,-1.6695600748062134,0.5159582495689392,-2.508364200592041
9.0,-0.8161718845367432,0.4624249339103699,2.2154057025909424,2.890448808670044,0.3857298195362091,-0.919335663318634,-3.56388521194458,0.4021846055984497,0.5738663673400879,0.823086142539978
5.0,-0.7935957312583923,3.2529871463775635,0.13390041887760162,-1.0968892574310303,-0.423944890499115,-1.7264974117279053,-1.7992010116577148,1.2139800786972046,-0.3240637183189392,-2.3759679794311523
3.0,-0.95185387134552,2.9983692169189453,-1.7679940462112427,0.9437146782875061,-3.1674764156341553,0.18851697444915771,-1.1461583375930786,2.7349772453308105,-0.09332294762134552,-0.10855564475059509
6.0,-2.4866366386413574,3.3099985122680664,4.26177978515625,1.1243469715118408,-1.6458942890167236,-2.264740228652954,-3.217588424682617,1.5469775199890137,-4.044569492340088,2.3693227767944336
3.0,0.6079780459403992,1.655376672744751,-3.3474743366241455,-1.6396310329437256,-3.870084285736084,-0.04542753845453262,-2.114500045776367,5.2365522384643555,1.5481489896774292,-0.24373739957809448
2.0,-0.9355359673500061,0.09891165792942047,0.7945837378501892,0.09538313746452332,-4.836526393890381,3.413547992706299,-5.626081466674805,-1.6019525527954102,-0.9069408178329468,3.49212908744812
8.0,-1.7679288387298584,2.216095447540283,1.8854440450668335,0.8252472281455994,-3.243314027786255,-2.322089195251465,-1.6966934204101562,0.8171628713607788,2.2164270877838135,-0.18214429914951324
7.0,-0.2024403214454651,-0.996143639087677,5.108407020568848,4.704861164093018,-1.2681028842926025,-1.0412707328796387,-4.186630725860596,-3.221682548522949,-0.14073404669761658,1.6120632886886597
0.0,0.032962728291749954,5.33362340927124,-1.7756924629211426,-3.8441414833068848,2.162165880203247,-0.18728482723236084,-9.76974105834961,5.399285316467285,-2.9163334369659424,1.132833480834961
2.0,-0.5838804244995117,-0.8154849410057068,-1.8823000192642212,-3.8788769245147705,-2.7580606937408447,3.39924693107605,-9.515094757080078,-1.3361632823944092,4.635675430297852,0.30440565943717957
3.0,-0.3136956989765167,2.2186708450317383,-3.9255423545837402,-1.0999383926391602,-3.6599597930908203,0.5547937154769897,-1.0573137998580933,5.5678277015686035,0.2648772895336151,-1.7576826810836792
7.0,9.015900611877441,-7.844631195068359,3.2159316539764404,6.901559352874756,-0.1995297372341156,0.29577672481536865,-7.393284797668457,3.4223456382751465,0.30591729283332825,3.448423385620117
9.0,1.2416163682937622,-0.6970729231834412,3.295760154724121,3.4622254371643066,0.4404134750366211,-1.851158857345581,-5.232935428619385,0.7128115892410278,0.6929989457130432,1.9588401317596436
8.0,-5.455916881561279,4.632233142852783,2.998833656311035,-0.20643235743045807,-4.963376045227051,-0.6392257213592529,-5.010331153869629,-2.5949902534484863,1.2973498106002808,-0.07660834491252899
0.0,1.8103063106536865,0.545393705368042,-2.6258506774902344,-3.534395456314087,-0.7713733315467834,0.5004985332489014,-6.886569499969482,5.422591209411621,1.5187151432037354,0.849482536315918
8.0,-3.8339591026306152,1.991843819618225,2.8403847217559814,1.4400933980941772,-2.2731947898864746,-0.6623950004577637,-2.148533821105957,-1.041613221168518,0.3941342532634735,-1.783704161643982
7.0,5.883872032165527,-5.11459493637085,7.911947727203369,12.017597198486328,0.3823508620262146,1.6604840755462646,-9.524435997009277,-4.806929111480713,-4.8283257484436035,2.1301257610321045
8.0,-1.7774019241333008,2.6745200157165527,0.690496563911438,-1.7844014167785645,-2.733098030090332,-1.0895864963531494,-4.510485649108887,0.354568213224411,2.8054287433624268,-2.733846664428711
4.0,3.3066704273223877,1.6535109281539917,1.9315117597579956,2.437932014465332,0.5966629385948181,-1.4278552532196045,-2.9542109966278076,-1.7600880861282349,-2.0941498279571533,-2.258236885070801
6.0,0.8446277379989624,2.032226800918579,1.411296010017395,0.5877321362495422,-0.19272580742835999,-2.432743549346924,-2.4572155475616455,2.791339874267578,-0.4383489191532135,0.2957319915294647
6.0,2.456825017929077,2.6243200302124023,1.6233515739440918,0.7493321895599365,2.863229751586914,-3.3291633129119873,-4.7375664710998535,3.3733158111572266,-2.6901724338531494,0.9897103309631348
3.0,0.7099187970161438,5.376610279083252,-2.878181219100952,-0.28538841009140015,-3.7449288368225098,-0.33472463488578796,-2.846505880355835,4.0711798667907715,-2.139561891555786,2.2879135608673096
7.0,2.4041895866394043,-1.3307112455368042,4.3208909034729,4.292212963104248,2.023206949234009,-0.8028326034545898,-8.79852294921875,-3.0627799034118652,-0.4887551963329315,1.6613425016403198
